idSchedule,startdate,duration,time,schdchange,onoff,weather
114,2025-01-24,4,16:48:00,0,1,0
115,2025-02-03,4,14:59:00,0,1,0
116,2025-01-07,4,17:23:00,0,1,0
117,2025-01-07,4,17:25:00,0,0,0
118,2025-01-07,4,17:35:00,0,1,0
119,2025-01-07,4,17:40:00,0,0,0
120,2025-01-07,4,17:48:00,0,0,0
121,2025-01-08,4,10:08:00,0,0,0
122,2025-01-08,4,10:10:00,0,0,0
123,2025-01-08,4,10:29:00,0,0,0
124,2025-01-08,4,10:34:00,0,0,0
125,2025-01-08,4,10:45:00,0,0,0
126,2025-01-08,4,10:50:00,0,0,0
127,2025-01-08,4,10:59:00,0,0,0
128,2025-01-08,4,11:08:00,0,0,0
129,2025-01-08,4,11:48:00,0,0,0
130,2025-01-08,4,11:27:00,0,0,0
534,2025-02-12,4,10:46:00,1,0,0
612,2025-02-15,4,11:37:00,0,1,0
633,2025-02-12,4,10:57:00,0,1,0
647,2025-01-08,4,18:10:00,0,1,0
654,2025-01-15,4,17:16:00,0,1,0
655,2025-01-03,64,16:08:00,0,1,0
656,2025-02-01,20,09:21:00,0,1,0
844,2025-02-12,4,12:30:00,0,1,0
845,2025-02-07,4,14:42:00,0,1,0
872,2025-02-03,4,06:30:00,0,0,0
873,2025-02-03,4,06:45:00,0,0,0
874,2025-02-03,4,07:00:00,0,0,0
875,2025-02-03,4,07:15:00,0,0,0
876,2025-02-03,4,07:30:00,0,0,0
877,2025-02-03,4,07:45:00,0,0,0
878,2025-01-04,4,17:54:00,0,0,0
879,2025-01-04,4,17:56:00,0,0,0
880,2025-02-11,4,14:46:00,0,0,0
881,2025-02-11,4,14:48:00,0,0,0
882,2025-02-15,4,11:35:00,0,1,0
883,2025-02-15,4,11:34:00,0,1,0
884,2025-02-15,4,11:36:00,0,1,0
885,2025-02-15,4,11:37:00,0,1,0
901,2025-02-23,5,14:00:00,0,1,0
902,2025-02-23,2,16:30:00,0,1,0
903,2025-02-23,3,08:00:00,0,0,0
904,2025-02-23,6,12:00:00,0,1,0
905,2025-02-23,2,15:00:00,0,0,0
906,2025-02-23,3,17:00:00,0,1,0
907,2025-02-23,2,20:00:00,0,0,0
908,2025-02-24,4,10:00:00,0,1,0
909,2025-02-24,5,15:00:00,0,0,0
910,2025-02-24,3,07:30:00,0,1,0
911,2025-02-24,6,14:00:00,0,0,0
912,2025-02-24,2,19:00:00,0,1,0
913,2025-02-24,3,21:30:00,0,0,0
914,2025-02-24,4,09:30:00,0,1,0
915,2025-02-24,5,16:15:00,0,0,0
